sku,price,memberships,productClass,taxClass,enabled,weight,shippable,images,imagesAlt,arrivalDate,date,updateDate,categories,inventoryTrackingEnabled,stockLevel,lowLimitEnabled,lowLimitLevel,cleanURL,useSeparateBox,boxWidth,boxLength,boxHeight,itemsPerBox,metaDescType,name_en,description_en,briefDescription_en,metaTags_en,metaDesc_en,metaTitle_en,Size (field:product),Style (field:product),Embroidery (field:product),Color (field:product),Lost Car Logo On Sleeve (Free) (field:product),Quantity (field:product),Sleeve Length (field:product),Neck Size (field:product),Display type (field:class >>> Display),Graphic (field:class >>> Specifications),"Storage, GB (field:class >>> Specifications)","Memory, GB (field:class >>> Specifications)",CPU (field:class >>> Specifications),LTE (field:class >>> Cellular and Wireless),GLONASS (field:class >>> Cellular and Wireless),GPS (field:class >>> Cellular and Wireless),"Dimension, inches (field:class >>> Display)",Resolution (field:class >>> Display),"Weight, kg (field:class >>> Size and Weight)","Depth, inches (field:class >>> Size and Weight)","Width, inches (field:class >>> Size and Weight)","Height, inches (field:class >>> Size and Weight)",Battery type (field:class >>> Battery),Bluetooth (field:class >>> Cellular and Wireless),Wi-Fi (field:class >>> Cellular and Wireless),CDMA model (field:class >>> Cellular and Wireless),"Height, inches (field:class >>> Size & weight)_en",Standby time (field:class >>> Power and Battery)_en,Talk time (field:class >>> Power and Battery)_en,Battery type (field:class >>> Power and Battery),"Capacity, GB (field:class)",Sleeve (field:class),"Width, inches (field:class >>> Size & weight)_en","Depth, inches (field:class >>> Size & weight)_en",GSM model (field:class >>> Cellular and Wireless),Color (field:class),SIM card (field:class),Audio playback (field:class >>> Power and Battery)_en,Video playback (field:class >>> Power and Battery)_en,Chip (field:class),"Weight, grams (field:class >>> Size & weight)_en",Size (field:class),Size (field:global),openGraphMeta,useCustomOpenGraphMeta,sale,freeShipping,freightFixedFee,variantSKU,variantPrice,variantQuantity,variantWeight,variantImage,variantImageAlt,relatedProducts,!GENERATE_THUMBNAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,!GENERATE_THUMBNAIL
5247,30.5,,,,Yes,0.5,Yes,images/product/burnfem_1.png&&images/product/burnfem_blk_1.png&&images/product/burnfem_blue_1.png&&images/product/burnfem_red_1.png,,"Mon, 15 Aug 2016 15:00:33 +0000","Thu, 25 Feb 2016 05:34:20 +0000","Fri, 03 Mar 2017 18:18:33 +0000",Front of House,Yes,998,No,10,burnside-women-s-textured-solid-long-sleeve-shirt-clone-.html,No,0,0,0,1,A,Burnside Women's Textured Solid Long Sleeve Shirt,,"<p><span style=""font-family:arial, helvetica, sans-serif;"">Get your female servers looking right in this lightweight, fashionable shirt. Comes in 3 colors to perfectly fit the decor of your restaurant, and with easy roll up sleeves, they can go from day to night in no time.  </span></p>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">3.3 oz. fabric</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">55% cotton 45% polyester</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Two chest pockets with button-down flap closure</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Roll-up button sleeves</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Front and back stitched yoke</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Contrast inside collar</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Bottom hem</span></li>
</ul><h3><span style=""font-family:arial, helvetica, sans-serif;color:#339966;"">Dimensions</span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Available in sizes S-3XL</span></li>
<li><a href=""/images/filemanager/uploads/burnfem_001.png"">Sizing Chart</a></li>
</ul><h3><span style=""color:#339966;font-family:arial, helvetica, sans-serif;""> Please note: if you'd like to have product embroidered, please contact us directly- <a style=""color:#339966;"" href=""mailto:info@lostcarchef.com"">info@lostcarchef.com</a> or (657) 215-2437</span></h3>
<p> </p>",,"Get your female servers looking right in this lightweight, fashionable shirt. Comes in 3 colors to perfectly fit the decor of your restaurant, and with easy roll up sleeves, they can go from day to night in no time.  
3.3 oz. fabric
55% cotton 45% polyester
Two chest pockets with button-down flap closure
Roll-up button sleeves
Front and back stitched yoke
Contrast inside collar
Bottom hem
Dimensions
Available in sizes S-3XL
Sizing Chart
 Please note: if you'd like to have product embroidered, please contact us directly- info@lostcarchef.com or (657) 215-2437
 ",,S&&M&&L&&XL&&2XL=$+2.5&&3XL=$+2.5,,,Black=default&&Blue&&Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,,,,,9247,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
112691,45,,,,Yes,1,Yes,images/product/IMG_9619.jpg&&images/product/IMG_9392.jpg,,"Fri, 30 Sep 2016 12:40:43 +0000","Fri, 16 Oct 2015 23:35:11 +0000","Mon, 13 Feb 2017 23:11:39 +0000",Aprons,Yes,290,No,10,laurent.html,No,0,0,0,4,A,Laurent Bib Apron,,"<div class=""brief-descr product-description"">
<p>Don't wait- get this dope apron for you and your crew now! We named this french inspired bib after our friends at Moulin Bistro. It's sleek, and still quite functional. We added tiered pockets on the lap for all the notebooks, extra pens and sharpies you need to get through your shift.  </p>
<ul><li>65% Polyester, 35% Cotton</li>
<li>Color: Dark Gray</li>
<li>Adjustable neck strap with black slider</li>
<li>Single chest pocket, upper left chest</li>
<li>2 full size tiered lap pockets
<ul><li>Left lap- 3 tiered pockets (1 cell phone pocket)</li>
<li>Right lap- 2 tiered pockets </li>
</ul></li>
</ul><h3><span style=""color:#008000;"">Dimensions</span></h3>
<p>Available in One Size: 42"" L X 39”W</p>
<h3><span style=""color:#008000;"">Use &amp; Care</span></h3>
<ul><li>Machine-wash cold</li>
<li>Tumble dry low</li>
<li>Remove promptly</li>
</ul><p> </p>
</div>",,"Don't wait- get this dope apron for you and your crew now! We named this french inspired bib after our friends at Moulin Bistro. It's sleek, and still quite functional. We added tiered pockets on the lap for all the notebooks, extra pens and sharpies you need to get through your shift.  
65% Polyester, 35% Cotton
Color: Dark Gray
Adjustable neck strap with black slider
Single chest pocket, upper left chest
2 full size tiered lap pockets
Left lap- 3 tiered pockets (1 cell phone pocket)
Right lap- 2 tiered pockets 

Dimensions
Available in One Size: 42"" L X 39”W
Use &amp; Care
Machine-wash cold
Tumble dry low
Remove promptly
 
",,Regular,,Yes&&No=default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,,,,,411-002&&411-005&&411-003&&321 030 11,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
112359,120,,,,Yes,2,Yes,images/product/IMG_9420.jpg&&images/product/IMG_9421.jpg&&images/product/IMG_9422.jpg,,"Wed, 31 Aug 2016 14:10:17 +0000","Wed, 08 Apr 2015 23:34:49 +0000","Fri, 10 Feb 2017 19:13:52 +0000",Women's Chef Coats,Yes,1000,No,10,mia.html,No,0,0,0,1,A,Mia,,"<p><span style=""font-family:arial, helvetica, sans-serif;"">Mama Mia! The sister to the Harrington- this coat is as sophisticated as they come, yet keeping with the super stylish vibe of a Lost Car coat. This coat has an fantastic 2 way stretch that is ultra comfy and soft. Included is all the LC necessities- hidden pen and marker pockets on both front panels, and of course, our signature apron magnet on the back of your neck to keep the stress of the day off of you.</span></p>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">2 way stretch cotton</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">97% cotton 3% spandex</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Double-breasted</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">No-fuss neodymium magnetic back apron tab</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Inset double chest pocket on both panels</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">12 cloth covered buttons</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Mandarin collar</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Long-sleeve to roll-up button tabs</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Longer, curved hemline</span></li>
</ul><h3><span style=""color:#008000;font-family:arial, helvetica, sans-serif;"">Use &amp; Care</span></h3>
<ul><li><span style=""color:#000000;font-family:arial, helvetica, sans-serif;"">Machine-wash cold, gentle cycle</span></li>
<li><span style=""color:#000000;font-family:arial, helvetica, sans-serif;"">Line dry only, DO NOT USE DRYER (shrinkage will occur)</span></li>
<li><span style=""color:#000000;font-family:arial, helvetica, sans-serif;"">Due to the 3% spandex in the fabric, please use caution when laundering. Care instructions must be followed in order to maintain the integrity of the product. No refunds or exchanges will be made from the disregard of these instructions.</span></li>
</ul><h3><span style=""color:#008000;font-family:arial, helvetica, sans-serif;"">Dimensions</span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Available in sizes XS-5XL</span></li>
</ul><ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Note: This products sizing runs slightly larger.  Please reference the size chart before purchase.</span></li>
</ul><p><span style=""font-family:arial, helvetica, sans-serif;""> </span></p>
<p><span style=""font-family:arial, helvetica, sans-serif;""><a id=""size_chart"" class=""regular-main-button"" href=""#chart_info"">Size Chart</a></span></p>
<p><span style=""font-family:arial, helvetica, sans-serif;""><a href=""/images/filemanager/uploads/thread%20colors%201.jpg"" target=""_blank"">Embroidery Thread Colors</a></span></p>
<p><span style=""font-family:arial, helvetica, sans-serif;""><a href=""/images/filemanager/uploads/font%20list%20final.jpg"" target=""_blank"">Font List</a></span></p>
<div id=""chart_info"" style=""width:800px;display:none;""><img src=""/images/White-Male.jpg"" alt=""Chart"" /></div>",,"This long awaited Harrington. Just like it's classy name, this coat is one heck of a sophisticated, yet extremely stylish coat. Mirroring the Frank, this coat has an amazing 2 way stretch that is ultra comfy and soft. It has all of the greatness that make a Lost Car coat- hidden pen and marker pockets on both front panels, and of course, our signature apron magnet on the back of your neck to keep the stress of the day off of you.
2 way stretch cotton
97% cotton 3% spandex
Double-breasted
No-fuss neodymium magnetic back apron tab
Inset double chest pocket on both panels
12 cloth covered buttons
Mandarin collar
Long-sleeve to roll-up button tabs
Longer, curved hemline
Use &amp; Care
Machine-wash cold, gentle cycle
Line dry only, DO NOT USE DRYER (shrinkage will occur)
Due to the 3% spandex in the fabric, please use caution when laundering. Care instructions must be followed in order to maintain the integrity of the product. No refunds or exchanges will be made from the disregard of these instructions.
Dimensions
Available in sizes XS-5XL
Note: This products sizing runs slightly larger.  Please reference the size chart before purchase.
 
Size Chart
Embroidery Thread Colors
Font List
",,XS,,Yes&&No=default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,24,,,,321 030 11&&211-007&&211-009&&111-007&&112467&&411-002&&111-029&&111-018&&211-003&&DAYSHIFT,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
112359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
112359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
112359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
112359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
112359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,12,123,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
112359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,12,126,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
321 030 11,60,,,,Yes,1,Yes,images/product/Greenleaf.jpg&&images/product/Greenleaf- Side Pocket.jpg,,"Fri, 14 Oct 2016 15:40:42 +0000","Tue, 30 Jun 2015 17:19:37 +0000","Thu, 08 Dec 2016 04:08:47 +0000",Aprons,Yes,998,No,10,greenleaf-bib-apron.html,No,0,0,0,1,A,Greenleaf Bib Apron,,"<p><span style=""font-family:arial, helvetica, sans-serif;"">This apron is super fly. The colors are sleek and modern, and the fit of this bib is perfect for anyone, short or tall. The pull through strap allows you to adjust to however you feel comfortable. Plenty of pen space on your right hip, as well as two large lap pockets for the rest of your goodies.  </span></p>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">100% Cotton</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Black Japanese Denim and Gray</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Gray contrasting stitch througout</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Gray contrasting twill straps</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Adjustable pull through neck and waist strap</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">2 front full size lap pockets</span>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">1 additional inset cell phone pocket</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">1 additional inset pen pocket</span></li>
</ul></li>
</ul><ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Third pocket on right side with 4 pen pockets</span></li>
</ul><h3><span style=""color:#008000;font-family:arial, helvetica, sans-serif;"">Dimensions</span></h3>
<p><span style=""font-family:arial, helvetica, sans-serif;"">Available in Size Long: 35.5"" L X 31""W</span></p>
<h3><span style=""color:#008000;font-family:arial, helvetica, sans-serif;"">Use &amp; Care</span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Machine-wash cold</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Line dry</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Warm iron as needed</span></li>
</ul>",,"This apron is super fly. The colors are sleek and modern, and the fit of this bib is perfect for anyone, short or tall. The pull through strap allows you to adjust to however you feel comfortable. Plenty of pen space on your right hip, as well as two large lap pockets for the rest of your goodies.  
100% Cotton
Black Japanese Denim and Gray
Gray contrasting stitch througout
Gray contrasting twill straps
Adjustable pull through neck and waist strap
2 front full size lap pockets
1 additional inset cell phone pocket
1 additional inset pen pocket

Third pocket on right side with 4 pen pockets
Dimensions
Available in Size Long: 35.5"" L X 31""W
Use &amp; Care
Machine-wash cold
Line dry
Warm iron as needed
",,Long,,Yes&&No=default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,,,,,112622&&112691&&111-016&&NIGHTSHIFT&&LC4001&&111-021,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
TR304,24,,,,Yes,0.5,Yes,images/product/mia_rose_mens.png&&images/product/mia_rose_man_black_front copy.png,,"Sun, 06 Nov 2016 16:17:34 +0000","Tue, 08 Nov 2016 23:35:27 +0000","Tue, 14 Mar 2017 19:55:52 +0000",Front of House,Yes,996,No,10,mia-rose-long-sleeve-non-iron-twill-shirt.html,No,0,0,0,1,A,Mia Rose Long Sleeve Non-Iron Twill Shirt- Black,,"<p><span style=""font-family:arial, helvetica, sans-serif;"">Always look your best with a Mia Rose Dress Shirt, crafted with a non-iron elegant twill. A blend of poly and rayon yarns and treated with a non-iron finish. For those who prefer a slim (but not tight) fit that sits closer to the body. With supreme color retention and uncompromising style, it is also an exceptional value. Features a Euro Collar that expands for a comfort fit.</span></p>
<ul><li>3.8 ounce, 80/20 Poly/Rayon</li>
<li>Non-Iron</li>
<li>Slim Fit</li>
<li>Euro expandable collar</li>
<li>Left chest patch pocket</li>
<li>Button-through sleeve plackets with adjustable, notched cuffs</li>
<li>Button front placket</li>
</ul><h3><span style=""font-family:arial, helvetica, sans-serif;color:#008000;"">Use &amp; Care</span></h3>
<ul><li>Machine-wash cold with like colors</li>
<li>Tumble dry low, remove promptly</li>
</ul><h3><span style=""font-family:arial, helvetica, sans-serif;color:#008000;"">Dimensions</span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;color:#000000;"">Available in sizes:  </span>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;color:#000000;"">Neck: 14.5- 22.5 </span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;color:#000000;"">Sleeve: 33, 35, 37, 39</span></li>
</ul></li>
</ul>",,"Always look your best with a Mia Rose Dress Shirt, crafted with a non-iron elegant twill. A blend of poly and rayon yarns and treated with a non-iron finish. For those who prefer a slim (but not tight) fit that sits closer to the body. With supreme color retention and uncompromising style, it is also an exceptional value. Features a Euro Collar that expands for a comfort fit.
3.8 ounce, 80/20 Poly/Rayon
Non-Iron
Slim Fit
Euro expandable collar
Left chest patch pocket
Button-through sleeve plackets with adjustable, notched cuffs
Button front placket
Use &amp; Care
Machine-wash cold with like colors
Tumble dry low, remove promptly
Dimensions
Available in sizes:  
Neck: 14.5- 22.5 
Sleeve: 33, 35, 37, 39

",,,,,,,,32/33,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,,,,,TR304W&&TC413W&&TC413,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
TR304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32/33,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
TR304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32/33,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
TR304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34/35,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
TR304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34/35,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
TR304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34/35,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
TR304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32/33,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
TR304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32/33,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
TR304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32/33,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
TR304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32/33,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
TR304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34/35,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
TR304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34/35,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
TR304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34/35,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
TR304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34/35,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
TR304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36/37,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
